0x40ec7c,43368,7228,6,0,sendMTFValues,0x40ceee,1
0x409fde,30170,7,4310,0,fallbackSort,0x409c33,1
0x40a2cb,17247,1383,12,991,fallbackSort,0x409c33,1
0x40cd45,14381,1033,13,898,generateMTFValues,0x40cb2c,1
0x4181dd,13133,1580,8,571,BZ2_hbMakeCodeLengths,0x417d54,20
0x40a18b,7480,327,22,319,fallbackSort,0x409c33,1
0x40ec59,7376,148,49,7,sendMTFValues,0x40ceee,1
0x41034b,7376,148,49,7,sendMTFValues,0x40ceee,1
0x409550,6821,3933,1,2023,fallbackSimpleSort,0x4093f0,1847
0x409513,6400,1744,3,1227,fallbackSimpleSort,0x4093f0,1847
0x40567e,5106,0,5106,0,copy_input_until_stop,0x40565c,3
0x40a098,4622,195,23,184,fallbackSort,0x409c33,1
0x40a3e3,4431,4309,1,148,fallbackSort,0x409c33,1
0x40a3e9,4310,1,4310,0,fallbackSort,0x409c33,1
0x40cc08,4310,1,4310,0,generateMTFValues,0x40cb2c,1
0x409d70,4310,1,4310,0,fallbackSort,0x409c33,1
0x409cc2,4310,1,4310,0,fallbackSort,0x409c33,1
0x40964d,4028,1383,2,436,fallbackQSort3,0x4095ec,1383
0x40c95d,3735,2648,1,1526,bsW,0x40c94c,2648
0x40a22e,3431,327,10,309,fallbackSort,0x409c33,1
0x417e55,3169,1580,2,1013,BZ2_hbMakeCodeLengths,0x417d54,20
0x4182c2,2560,32,80,0,BZ2_hbAssignCodes,0x418294,5
0x4053a3,2400,376,6,304,add_pair_to_block,0x405388,376
0x409ad8,2398,631,3,372,fallbackQSort3,0x4095ec,1383
0x409a20,2247,631,3,384,fallbackQSort3,0x4095ec,1383
0x7fd1acf8a2b0,2235,2232,1,6,_dl_addr,0x7fd1acf8a1d0,1
0x7fd1acf8a2b0,2232,646,3,517,_dl_addr,0x7fd1acf8a1d0,1
0x409431,2052,500,4,390,fallbackSimpleSort,0x4093f0,1847
0x40a139,1857,195,9,174,fallbackSort,0x409c33,1
0x41202a,1844,37,49,1,sendMTFValues,0x40ceee,1
0x418151,1723,1560,1,254,BZ2_hbMakeCodeLengths,0x417d54,20
0x40946e,1648,1017,1,488,fallbackSimpleSort,0x4093f0,1847
0x40d289,1600,20,80,0,sendMTFValues,0x40ceee,1
0x417e1b,1600,20,80,0,BZ2_hbMakeCodeLengths,0x417d54,20
0x417d82,1600,20,80,0,BZ2_hbMakeCodeLengths,0x417d54,20
0x4181ce,1600,20,80,0,BZ2_hbMakeCodeLengths,0x417d54,20
0x7fd1ace80810,1596,0,1596,0,getenv,0x7fd1ace80770,21
0x7fd1ace807d6,1596,1575,1,40,getenv,0x7fd1ace80770,21
0x417ed7,1580,20,79,0,BZ2_hbMakeCodeLengths,0x417d54,20
0x40a08c,1383,1383,1,0,fallbackSort,0x409c33,1
0x40c857,1147,0,1147,0,BZ2_blockSort,0x40c679,1
0x405a00,1089,0,1089,0,copy_output_until_stop,0x4059f2,1
0x7fd1acf8a280,1011,1,1011,0,_dl_addr,0x7fd1acf8a1d0,1
0x40ed01,888,148,6,0,sendMTFValues,0x40ceee,1
0x40d452,888,148,6,0,sendMTFValues,0x40ceee,1
0x7fd1acf8a2a0,646,0,646,0,_dl_addr,0x7fd1acf8a1d0,1
0x7fd1acf8a2b0,622,0,622,0,_dl_addr,0x7fd1acf8a1d0,1
0x410a79,508,395,1,150,sendMTFValues,0x40ceee,1
0x40a112,495,195,2,63,fallbackSort,0x409c33,1
0x410ad2,484,395,1,128,sendMTFValues,0x40ceee,1
0x40cf87,480,6,80,0,sendMTFValues,0x40ceee,1
0x40a208,459,327,1,78,fallbackSort,0x409c33,1
0x410a98,400,5,80,0,sendMTFValues,0x40ceee,1
0x40d1a1,400,5,80,0,sendMTFValues,0x40ceee,1
0x41060f,400,5,80,0,sendMTFValues,0x40ceee,1
0x4107aa,272,16,17,0,sendMTFValues,0x40ceee,1
0x409c9c,258,1,258,0,fallbackSort,0x409c33,1
0x409e24,257,1,257,0,fallbackSort,0x409c33,1
0x409d31,257,1,257,0,fallbackSort,0x409c33,1
0x409d03,257,1,257,0,fallbackSort,0x409c33,1
0x404fa5,257,1,257,0,prepare_new_block,0x404f65,1
0x40cade,257,1,257,0,makeMaps_e,0x40cac2,1
0x409df2,137,1,137,0,fallbackSort,0x409c33,1
0x410878,136,8,17,0,sendMTFValues,0x40ceee,1
0x7fd1c0e3fbd1,112,29,3,17,.text,0x7fd1c0e39ac0,60
0x4040c7,101,1,101,0,main,0x4040af,1
0x40d0a4,81,0,81,0,sendMTFValues,0x40ceee,1
0x40cb9a,80,1,80,0,generateMTFValues,0x40cb2c,1
0x40cbd8,78,1,78,0,generateMTFValues,0x40cb2c,1
0x41057a,67,37,1,23,sendMTFValues,0x40ceee,1
0x410973,67,37,1,23,sendMTFValues,0x40ceee,1
0x7fd1c0e41350,61,1,61,0,.text,0x7fd1c0e39ac0,60
0x7fd1c0e53458,61,1,61,0,realloc,0x7fd1c0e53100,36
0x7fd1c0e53450,60,1,60,0,realloc,0x7fd1c0e53100,36
0x7fd1acf5c1d8,54,1,54,0,__libc_pthread_init,0x7fd1acf5c1b0,1
0x7fd1c0e41a40,47,47,1,0,.text,0x7fd1c0e39ac0,60
0x7fd1c0e41a40,40,40,1,0,.text,0x7fd1c0e39ac0,60
0x7fd1c0e41a40,40,29,1,15,.text,0x7fd1c0e39ac0,60
0x410547,38,1,38,0,sendMTFValues,0x40ceee,1
0x41096a,38,1,38,0,sendMTFValues,0x40ceee,1
0x4182b9,37,5,7,4,BZ2_hbAssignCodes,0x418294,5
0x409ea5,33,1,33,0,fallbackSort,0x409c33,1
0x7fd1c0e3f5f0,32,18,1,6,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3fbc8,29,4,7,3,.text,0x7fd1c0e39ac0,60
0x7fd1c0e41a40,29,0,29,0,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3b8dd,26,3,8,1,.text,0x7fd1c0e39ac0,60
0x410471,24,4,6,0,sendMTFValues,0x40ceee,1
0x7fd1c0e3e898,24,4,6,3,.text,0x7fd1c0e39ac0,60
0x40d280,24,4,6,0,sendMTFValues,0x40ceee,1
0x40d25b,24,4,6,0,sendMTFValues,0x40ceee,1
0x7fd1c0e57000,19,5,3,4,realloc,0x7fd1c0e53100,36
0x7fd1c0e3aa48,18,5,3,2,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3f3e0,18,6,3,4,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3f3e0,18,18,1,0,.text,0x7fd1c0e39ac0,60
0x410794,17,1,17,0,sendMTFValues,0x40ceee,1
0x410806,17,1,17,0,sendMTFValues,0x40ceee,1
0x41085e,17,1,17,0,sendMTFValues,0x40ceee,1
0x7fd1acf0f480,17,2,8,1,readdir,0x7fd1acf0f420,17
0x7fd1acf4cc60,16,8,2,4,get_nprocs_conf,0x7fd1acf4cc30,1
0x7fd1c0e56f69,13,5,2,2,realloc,0x7fd1c0e53100,36
0x7fd1c0e56fc0,13,13,1,0,realloc,0x7fd1c0e53100,36
0x7fd1c0e3bba1,11,4,2,2,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3ad30,10,1,10,0,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3f618,10,4,2,2,.text,0x7fd1c0e39ac0,60
0x7fd1c0e40db0,9,0,9,0,.text,0x7fd1c0e39ac0,60
0x7fd1acf4cc60,8,3,2,2,get_nprocs_conf,0x7fd1acf4cc30,1
0x4041bf,8,1,8,0,main,0x4040af,1
0x7fd1c0e3edd8,8,0,8,0,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3ee1c,8,8,1,0,.text,0x7fd1c0e39ac0,60
0x409fa5,7,1,7,0,fallbackSort,0x409c33,1
0x40cf7e,7,1,7,0,sendMTFValues,0x40ceee,1
0x7fd1c0e3b705,7,2,3,1,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3d090,7,1,7,0,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3e8f0,7,3,2,1,.text,0x7fd1c0e39ac0,60
0x40d084,6,1,6,0,sendMTFValues,0x40ceee,1
0x410a2a,6,1,6,0,sendMTFValues,0x40ceee,1
0x41051e,6,1,6,0,sendMTFValues,0x40ceee,1
0x7fd1c0e3f3e0,6,0,6,0,.text,0x7fd1c0e39ac0,60
0x7fd1c0e3ad78,6,1,6,0,.text,0x7fd1c0e39ac0,60
0x4105f5,6,1,6,0,sendMTFValues,0x40ceee,1
0x7fd1c0e3ca5c,6,1,6,0,.text,0x7fd1c0e39ac0,60
0x402d39,5,1,5,0,compress,0x402b73,1
0x7fd1c0e41f40,5,2,2,1,.text,0x7fd1c0e39ac0,60
